planificacion_slug,convocatoria_slug,adjudicacion_slug,precalificacion_slug,convenio_slug,nro_licitacion,nombre_licitacion,tipo_procedimiento,categoria,convocante,_etapa_licitacion,etapa_licitacion,fecha_entrega_oferta,tipo_licitacion,fecha_estimada,fecha_publicacion_convocatoria,geo,
367385-adquisicion-equipos-informaticos-1,367385-adquisicion-equipos-informaticos-1,367385-adquisicion-equipos-informaticos-1,,,367385,Adquisicion de Equipos Informáticos,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Facultad de Ciencias Tecnologicas / Universidad Nacional de Caaguazu / Universidades Nacionales,ADJ,Adjudicada,2019-07-26 07:20:00,tradicional,2019-07-31 00:00:00,2019-07-17 16:29:56,,
367390-servicio-implementacion-dominio-red-institucional-1,367390-servicio-implementacion-dominio-red-institucional-1,,,,367390,Servicio de Implementacion de Dominio en la Red Institucional ,CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Servicio Nacional de Calidad y Salud Animal / Entes Autónomos y Autárquicos,DES,Desierta,2019-09-06 08:20:00,tradicional,2019-07-31 00:00:00,2019-08-19 16:05:19,,
367402-mantenimiento-reparacion-maquinarias-equipos-informaticos-1,367402-mantenimiento-reparacion-maquinarias-equipos-informaticos-1,367402-mantenimiento-reparacion-maquinarias-equipos-informaticos-1,,,367402,MANTENIMIENTO Y REPARACIÓN DE MAQUINARIAS Y EQUIPOS INFORMÁTICOS,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Comando de la Armada Uoc 3 / Ministerio de Defensa Nacional / Poder Ejecutivo,ADJ,Adjudicada,2019-07-19 08:00:00,tradicional,2019-06-30 00:00:00,2019-07-12 17:27:58,,
367413-adquisicion-equipos-informaticos-1,367413-adquisicion-camionetas-1,367413-adquisicion-camionetas-1,,,367413,Adquisición de Camionetas,CO - Concurso de Ofertas,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Gobierno Departamental de Concepción / Gobiernos Departamentales,ADJ,Adjudicada,2019-09-10 08:00:00,tradicional,2019-08-31 00:00:00,2019-08-29 14:13:11,,
367427-adquisicion-equipos-audiovisuales-facultad-derecho-una-1,367427-adquisicion-equipos-audiovisuales-facultad-derecho-una-1,,,,367427,ADQUISICION DE EQUIPOS AUDIOVISUALES PARA LA FACULTAD DE DERECHO UNA,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Facultad de Derecho y Ciencias Sociales / Universidad Nacional de Asunción / Universidades Nacionales,EVAL,En Evaluacion (Cerrada),2019-09-04 08:50:00,tradicional,2019-07-31 00:00:00,2019-08-27 15:52:43,,
367441-servicios-mantenimientos-reparaciones-edilicias-casa-central-1,367441-servicios-mantenimientos-reparaciones-edilicias-casa-central-1,367441-servicios-mantenimientos-reparaciones-edilicias-casa-central-1,,,367441,SERVICIOS DE MANTENIMIENTOS Y REPARACIONES EDILICIAS (CASA CENTRAL),CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Facultad de Filosofia / Universidad Nacional de Asunción / Universidades Nacionales,ADJ,Adjudicada,2019-07-22 16:50:00,tradicional,2019-07-31 00:00:00,2019-07-12 17:17:43,,
367442-alquiler-determinado-oficinas-subdireccion-administracion-finanzas-gerencia-financie-1,,,,,367442,READECUACION DEL DEPARTAMENTO DE ASISTENCIA EN TIERRA - SAT DEL AISP,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Dirección Nacional de Aeronáutica Civil / Empresas Públicas,PLAN,Planificada,,tradicional,2019-09-30 00:00:00,,,
367443-adquisicion-firewalls-borde-1,367443-adquisicion-e-implementacion-firewalls-borde-1,367443-adquisicion-e-implementacion-firewalls-borde-1,,,367443,ADQUISICIÓN E IMPLEMENTACIÓN DE FIREWALLS DE BORDE,CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Dirección Nacional de Contrataciones Públicas / Entes Autónomos y Autárquicos,ADJ,Adjudicada,2019-08-29 10:00:00,tradicional,2019-06-30 00:00:00,2019-08-05 11:54:23,,
367444-suscripcion-licencias-informaticas-1,367444-cd-98-2019-suscripcion-servicios-encuesta-1,,,,367444,CD 98/2019-SUSCRIPCIÓN A SERVICIOS DE ENCUESTA ,CD - Contratación Directa,7 - Servicios Técnicos,Banco Central del Paraguay / Banca Central del Estado,EVAL,En Evaluacion (Cerrada),2019-09-16 10:00:00,tradicional,2019-09-30 00:00:00,2019-08-30 10:09:36,,
367446-adquisicion-tractor-pala-cargadora-plurianual-1,367446-adquisicion-tractor-pala-cargadora-plurianual-1,367446-adquisicion-tractor-pala-cargadora-plurianual-1,,,367446,Adquisicion de Tractor Pala Cargadora - Plurianual ,LPN - Licitación Pública Nacional,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Gobierno Departamental de San Pedro / Gobiernos Departamentales,ADJ,Adjudicada,2019-08-20 07:15:00,tradicional,2019-07-31 00:00:00,2019-07-23 16:06:55,,
367450-adquisicion-mobiliarios-equipos-informatica-instituciones-educativas-1,367450-adquisicion-mobiliarios-instituciones-educativas-1,,,,367450,Adquisición de Mobiliarios para Instituciones Educativas,CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Gobierno Departamental de Caaguazú / Gobiernos Departamentales,CONV,En Convocatoria (Abierta),2019-10-14 07:20:00,tradicional,2019-07-31 00:00:00,2019-10-01 15:05:52,,
367462-mantenimiento-generadores-sistemas-emergencias-hospital-central-1,,,,,367462,MANTENIMIENTO DE GENERADORES Y SISTEMAS DE EMERGENCIAS DEL HOSPITAL CENTRAL,LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Instituto de Previsión Social / Entidades Públicas de Seguridad Social,PLAN,Planificada,,tradicional,2019-06-30 00:00:00,,,
367464-servicio-limpieza-edificio-1,367464-servicio-limpieza-edificio-contrato-plurianual-1,,,,367464,SERVICIO DE LIMPIEZA DE EDIFICIO CON CONTRATO PLURIANUAL,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Ministerio de Agricultura y Ganadería / Poder Ejecutivo,EVAL,En Evaluacion (Cerrada),2019-09-30 09:00:00,tradicional,2019-07-31 00:00:00,2019-08-28 16:02:37,,
367471-renovacion-licencias-dispositivos-ufed-1,367471-renovacion-licencias-dispositivos-ufed-1,367471-renovacion-licencias-dispositivos-ufed-1,,,367471,RENOVACIÓN DE LICENCIAS DE LOS DISPOSITIVOS UFED,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Ministerio Público - Fiscalía / Poder Judicial,ADJ,Adjudicada,2019-08-26 11:00:00,tradicional,2019-07-31 00:00:00,2019-08-13 15:30:31,,
367473-adquisicion-maquinarias-herramientas-mayores-taller-diapser-1,,,,,367473,ADQUISICION DE MAQUINARIAS Y HERRAMIENTAS MAYORES PARA EL TALLER DE LA DIAPSER,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Comando de la Armada Uoc 3 / Ministerio de Defensa Nacional / Poder Ejecutivo,CAN,Anulada o Cancelada,,tradicional,2019-06-30 00:00:00,,,
367474-adquisicion-sistema-circuito-cerrado-equipo-altavoz-diapser-1,,,,,367474,ADQUISICION DE SISTEMA DE CIRCUITO CERRADO Y EQUIPO DE ALTAVOZ PARA LA DIAPSER,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Comando de la Armada Uoc 3 / Ministerio de Defensa Nacional / Poder Ejecutivo,CAN,Anulada o Cancelada,,tradicional,2019-06-30 00:00:00,,,
367475-adquisicion-equipos-panaderia-diapser-1,,,,,367475,ADQUISICION DE EQUIPOS PARA PANADERIA PARA LA DIAPSER,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Comando de la Armada Uoc 3 / Ministerio de Defensa Nacional / Poder Ejecutivo,CAN,Anulada o Cancelada,,tradicional,2019-06-30 00:00:00,,,
367477-mantenimiento-reparacion-mayor-instalaciones-centro-financiero-n-3-1,367477-mantenimiento-reparacion-mayor-instalaciones-centro-financiero-n-3-1,367477-mantenimiento-reparacion-mayor-instalaciones-centro-financiero-n-3-1,,,367477,MANTENIMIENTO Y REPARACIÓN MAYOR DE LAS INSTALACIONES DEL CENTRO FINANCIERO Nº 3,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Comando de la Armada Uoc 3 / Ministerio de Defensa Nacional / Poder Ejecutivo,ADJ,Adjudicada,2019-07-18 10:00:00,tradicional,2019-07-31 00:00:00,2019-07-11 15:39:40,,
367479-adquiscion-equipos-informaticos-1,367479-adquisicion-equipos-informaticos-1,,,,367479,Adquisicion de Equipos Informaticos,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Municipalidad de San Cristobal / Municipalidades,EVAL,En Evaluacion (Cerrada),2019-08-13 07:45:00,tradicional,2019-07-31 00:00:00,2019-07-23 16:30:20,,
367483-servicios-mantenimiento-reparacion-maquinarias-1,367483-servicios-mantenimiento-reparacion-maquinarias-1,367483-servicios-mantenimiento-reparacion-maquinarias-1,,,367483,"""SERVICIOS DE MANTENIMIENTO Y REPARACION DE MAQUINARIAS""",CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Gobierno Departamental de Boquerón / Gobiernos Departamentales,ADJ,Adjudicada,2019-09-02 09:00:00,tradicional,2019-07-31 00:00:00,2019-08-20 10:41:12,,
367489-equipamiento-sitio-memoria-centro-cultural-1a-ycua-bolanos-secretaria-nacional-cultu-1,367489-equipamiento-sitio-memoria-centro-cultural-1a-ycua-bolanos-secretaria-nacional-cultu-1,,,,367489,Equipamiento del Sitio de la Memoria y Centro Cultural 1A Ycua Bolaños - Secretaría Nacional de Cultura,LPN - Licitación Pública Nacional,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Secretaria Nacional de Cultura / Presidencia de la República / Poder Ejecutivo,EVAL,En Evaluacion (Cerrada),2019-09-03 08:00:00,tradicional,2019-08-31 00:00:00,2019-08-22 14:56:34,,
367491-mantenimiento-reparaciones-menores-maquinarias-viales-vehiculos-municipales-1,367491-mantenimiento-reparaciones-menores-maquinarias-viales-vehiculos-municipales-1,367491-mantenimiento-reparaciones-menores-maquinarias-viales-vehiculos-municipales-1,,,367491,MANTENIMIENTO y REPARACIONES MENORES DE MAQUINARIAS VIALES Y VEHICULOS MUNICIPALES. -,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Municipalidad de Itapúa Poty / Municipalidades,ADJ,Adjudicada,2019-07-24 08:00:00,tradicional,2019-07-31 00:00:00,2019-07-15 15:55:01,,
367494-adquisicion-vehiculos-secretaria-nacional-cultura-1,,,,,367494,Adquisición de Vehículos - Secretaría Nacional de Cultura,CO - Concurso de Ofertas,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Secretaria Nacional de Cultura / Presidencia de la República / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-07-31 00:00:00,,,
367496-contratacion-empresas-servicios-ejecucion-servicios-limpieza-inspeccion-rehabilitaci-1,367496-contratacion-empresas-servicios-ejecucion-servicios-limpieza-inspeccion-rehabilitaci-1,,,,367496,"CONTRATACION DE EMPRESAS DE SERVICIOS PARA LA EJECUCION DE SERVICIOS DE LIMPIEZA, INSPECCION Y REHABILITACION DE REDES DE ALCANTARILLADO SANITARIO PARA ASUNCION, GRAN ASUNCION Y CIUDADES DEL INTERIOR DEL PAIS",LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Empresa de Servicios Sanitarios del Paraguay / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado,EVAL,En Evaluacion (Cerrada),2019-08-12 09:00:00,tradicional,2019-07-31 00:00:00,2019-07-19 15:27:45,,
367502-adquisicion-licencia-certificado-digital-ssl-1,367502-adquisicion-licencia-certificado-digital-ssl-1,,,,367502,ADQUISICIÓN DE LICENCIA DE CERTIFICADO DIGITAL (SSL),CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Ministerio Público - Fiscalía / Poder Judicial,EVAL,En Evaluacion (Cerrada),2019-08-23 09:00:00,tradicional,2019-07-31 00:00:00,2019-07-30 16:31:43,,
367507-adquisicion-furgoneta-usada-uso-institucional-1,367507-adquisicion-furgoneta-usada-uso-institucional-1,,,,367507,Adquisición de Furgoneta Usada para uso Institucional,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de 3 de Febrero / Municipalidades,EVAL,En Evaluacion (Cerrada),2019-07-22 07:00:00,tradicional,2019-07-31 00:00:00,2019-07-09 09:24:37,,
367509-adquisicion-herramientas-mayores-1,367509-adquisicion-herramientas-mayores-1,367509-adquisicion-herramientas-mayores-1,,,367509,ADQUISICIÓN DE HERRAMIENTAS MAYORES,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de Asunción / Municipalidades,ADJ,Adjudicada,2019-07-30 10:00:00,tradicional,2019-07-31 00:00:00,2019-07-23 10:43:20,,
367513-contratacion-servicios-mantenimiento-preventivo-correctivo-provision-repuestos-neces-1,,,,,367513,CONTRATACION DE SERVICIOS DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO CON PROVISION DE REPUESTOS A NECESIDAD PARA LA PLANTA DE TRATAMIENTO DE AGUA PORTATILES DE LA MARCA APPLIED MEMBRANES PERTENECIENTES AL IPS,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Instituto de Previsión Social / Entidades Públicas de Seguridad Social,PLAN,Planificada,,tradicional,2019-07-31 00:00:00,,,
367518-mantenimiento-reparacion-cocina-movil-diserinte-1,367518-mantenimiento-reparacion-cocina-movil-diserinte-1,367518-mantenimiento-reparacion-cocina-movil-diserinte-1,,,367518,Mantenimiento y Reparación de Cocina Móvil de la Diserinte,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Comando Logistico Uoc 5 / Ministerio de Defensa Nacional / Poder Ejecutivo,ADJ,Adjudicada,2019-08-02 09:45:00,tradicional,2019-07-31 00:00:00,2019-07-24 15:59:58,,
367521-contratacion-servicios-profesionales-control-tratamiento-agua-tratada-hemodialisis-1,,,,,367521,CONTRATACION DE SERVICIOS PROFESIONALES DE CONTROL DE TRATAMIENTO DE AGUA TRATADA PARA HEMODIALISIS Y MANTENIMIENTO CORRECTIVO CON PROVISION DE REPUESTOS A NECESIDAD PARA LA PLANTA DE TRATAMIENTO DE AGUA DEL SERVICIO DE NEFROLOGIA DEL HOSPITAL CENTRAL DEL IPS,LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Instituto de Previsión Social / Entidades Públicas de Seguridad Social,PLAN,Planificada,,tradicional,2019-07-31 00:00:00,,,
367528-adquisicion-camion-volquete-1,367528-adquisicion-camion-volquete-1,367528-adquisicion-camion-volquete-1,,,367528,Adquisición de Camión Volquete,CO - Concurso de Ofertas,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de Repatriación / Municipalidades,ADJ,Adjudicada,2019-07-25 07:00:00,tradicional,2019-07-31 00:00:00,2019-07-12 14:41:32,,
367542-adquisicion-e-instalacion-luces-emergencia-1,367542-adquisicion-e-instalacion-luces-emergencia-1,367542-adquisicion-e-instalacion-luces-emergencia-1,,,367542,Adquisición e instalación de luces de emergencia.,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Colegio Experimental Paraguay - Brasil / Universidad Nacional de Asunción / Universidades Nacionales,ADJ,Adjudicada,2019-08-01 09:00:00,tradicional,2019-07-31 00:00:00,2019-07-26 12:38:02,,
367561-mantenimiento-limpieza-tapizado-1,,,,,367561,MANTENIMIENTO Y LIMPIEZA DE TAPIZADO,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Ministerio de Relaciones Exteriores / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-07-31 00:00:00,,,
367562-mantenimiento-reparaciones-instalaciones-electricas-provision-agua-instituto-medicin-1,367562-mantenimiento-reparaciones-instalaciones-electricas-provision-agua-instituto-medicin-1,,,,367562,"Mantenimiento y Reparaciones de Instalaciones Eléctricas y Provisión de Agua, para el Instituto de Medicina Tropical",CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo,EVAL,En Evaluacion (Cerrada),2019-09-30 08:50:00,tradicional,2019-08-31 00:00:00,2019-09-19 16:09:45,,
367563-servicios-mantenimiento-reparacion-tomografo-marca-siemens-hospital-policia-1,367563-servicios-mantenimiento-reparacion-tomografo-marca-siemens-hospital-policia-1,367563-servicios-mantenimiento-reparacion-tomografo-marca-siemens-hospital-policia-1,,,367563,SERVICIOS DE MANTENIMIENTO Y REPARACIÓN DE TOMÓGRAFO MARCA SIEMENS DEL HOSPITAL DE POLICÍA,LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Policia Nacional / Ministerio del Interior / Poder Ejecutivo,ADJ,Adjudicada,2019-08-12 08:00:00,tradicional,2019-07-31 00:00:00,2019-07-15 14:36:58,,
367564-mantenimiento-reparaciones-mayores-segundo-llamado-1,367564-mantenimiento-reparaciones-mayores-segundo-llamado-1,,,,367564,MANTENIMIENTO Y REPARACIONES MAYORES SEGUNDO LLAMADO,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Municipalidad de Yatytay / Municipalidades,EVAL,En Evaluacion (Cerrada),2019-07-23 07:10:00,tradicional,2019-07-31 00:00:00,2019-07-11 15:35:21,,
